filename,function_name,n,time,memory,storage,marshaling,no_cache,hash,intra_cache,inter_cache
teste.py,fib,72,0.12911,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,72,0.00498,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,73,0.14415,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,73,0.00471,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,74,0.12322,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,74,0.00481,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,75,0.13964,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,75,0.00513,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,76,0.12897,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,76,0.00488,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,77,0.14871,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,77,0.00466,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,78,0.1344,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,78,0.00491,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,79,0.15339,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,79,0.00483,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,80,0.14791,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,80,0.00493,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,81,0.14051,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,81,0.00505,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,82,0.15595,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,82,0.00488,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,83,0.11984,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,83,0.00479,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,84,0.13276,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,84,0.00468,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,85,0.15685,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,85,0.00472,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,86,0.12378,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,86,0.00503,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,87,0.16913,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,87,0.0051,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,88,0.15417,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,88,0.00467,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,89,0.14449,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,89,0.00555,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,90,0.15121,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,90,0.00465,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,91,0.15964,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,91,0.00494,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,92,0.15225,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,92,0.00477,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,93,0.14302,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,93,0.00481,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,94,0.13175,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,94,0.00483,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,95,0.1446,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,95,0.00485,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,96,0.13562,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,96,0.00463,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,97,0.1524,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,97,0.00506,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,98,0.16177,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,98,0.00503,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,99,0.51324,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,99,0.00485,2d-ad,pickle,db,False,md5,True,True
teste.py,fib,100,0.13318,2d-ad,pickle,db,False,md5,True,False
teste.py,fib,100,0.00463,2d-ad,pickle,db,False,md5,True,True
